"","year","country","ccode","datastartyear","dataendyear","mk_onset_count","mk_offset_count","mk_ongoing_count","mk_location_ever","mk_responsible_ever","mk_ongoing_widescope","mk_ongoing_code","mk_ethnicflag","mk_ongoing","mk_onset","mk_offset","widetargeting","narrowtargeting"
"9536",2019,"Taiwan",713,1949,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9537",2020,"Taiwan",713,1949,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9538",2021,"Taiwan",713,1949,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9539",2022,"Taiwan",713,1949,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9540",2023,"Taiwan",713,1949,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9541",1948,"Korea, People's Republic of",731,1948,2023,1,0,1,1,1,0,"; prk1948s1","; 0",1,1,0,1,0
"9542",1949,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9543",1950,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9544",1951,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9545",1952,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9546",1953,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9547",1954,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9548",1955,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9549",1956,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9550",1957,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9551",1958,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9552",1959,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9553",1960,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9554",1961,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9555",1962,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9556",1963,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9557",1964,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9558",1965,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9559",1966,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9560",1967,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9561",1968,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9562",1969,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9563",1970,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9564",1971,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9565",1972,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9566",1973,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9567",1974,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9568",1975,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9569",1976,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9570",1977,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9571",1978,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9572",1979,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9573",1980,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9574",1981,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9575",1982,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9576",1983,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9577",1984,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9578",1985,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9579",1986,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9580",1987,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9581",1988,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9582",1989,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9583",1990,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9584",1991,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9585",1992,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9586",1993,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9587",1994,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9588",1995,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9589",1996,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9590",1997,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9591",1998,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9592",1999,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9593",2000,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9594",2001,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9595",2002,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9596",2003,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9597",2004,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9598",2005,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9599",2006,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9600",2007,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9601",2008,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9602",2009,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9603",2010,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9604",2011,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9605",2012,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9606",2013,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9607",2014,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9608",2015,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9609",2016,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9610",2017,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9611",2018,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9612",2019,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9613",2020,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9614",2021,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9615",2022,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9616",2023,"Korea, People's Republic of",731,1948,2023,0,0,1,1,1,0,"; prk1948s1","; 0",1,0,0,1,0
"9617",1948,"Korea, Republic of",732,1948,2023,1,0,1,1,1,0,"; kor1948s1","; 0",1,1,0,1,0
"9618",1949,"Korea, Republic of",732,1948,2023,0,0,1,1,1,0,"; kor1948s1","; 0",1,0,0,1,0
"9619",1950,"Korea, Republic of",732,1948,2023,0,1,1,1,1,0,"; kor1948s1","; 0",1,0,1,1,0
"9620",1951,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9621",1952,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9622",1953,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9623",1954,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9624",1955,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9625",1956,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9626",1957,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9627",1958,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9628",1959,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9629",1960,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9630",1961,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9631",1962,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9632",1963,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9633",1964,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9634",1965,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9635",1966,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9636",1967,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9637",1968,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9638",1969,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9639",1970,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9640",1971,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9641",1972,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9642",1973,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9643",1974,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9644",1975,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9645",1976,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9646",1977,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9647",1978,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9648",1979,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9649",1980,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9650",1981,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9651",1982,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9652",1983,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9653",1984,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9654",1985,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9655",1986,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9656",1987,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9657",1988,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9658",1989,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9659",1990,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9660",1991,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9661",1992,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9662",1993,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9663",1994,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9664",1995,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9665",1996,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9666",1997,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9667",1998,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9668",1999,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9669",2000,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9670",2001,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9671",2002,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9672",2003,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9673",2004,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9674",2005,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9675",2006,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9676",2007,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9677",2008,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9678",2009,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9679",2010,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9680",2011,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9681",2012,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9682",2013,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9683",2014,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9684",2015,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9685",2016,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9686",2017,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9687",2018,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9688",2019,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9689",2020,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9690",2021,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9691",2022,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9692",2023,"Korea, Republic of",732,1948,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"9693",1934,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9694",1935,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9695",1936,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9696",1937,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9697",1938,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9698",1939,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9699",1940,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9700",1941,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9701",1942,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9702",1943,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9703",1944,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9704",1945,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9705",1946,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9706",1947,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9707",1948,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9708",1949,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9709",1950,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9710",1951,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9711",1952,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9712",1953,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9713",1954,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9714",1955,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9715",1956,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9716",1957,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9717",1958,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9718",1959,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9719",1960,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9720",1961,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9721",1962,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9722",1963,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9723",1964,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9724",1965,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9725",1966,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9726",1967,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9727",1968,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9728",1969,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9729",1970,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9730",1971,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9731",1972,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9732",1973,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9733",1974,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9734",1975,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9735",1976,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9736",1977,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9737",1978,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9738",1979,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9739",1980,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9740",1981,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9741",1982,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9742",1983,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9743",1984,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9744",1985,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9745",1986,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9746",1987,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9747",1988,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9748",1989,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9749",1990,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9750",1991,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9751",1992,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9752",1993,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9753",1994,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9754",1995,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9755",1996,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9756",1997,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9757",1998,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9758",1999,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9759",2000,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9760",2001,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9761",2002,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9762",2003,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9763",2004,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9764",2005,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9765",2006,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9766",2007,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9767",2008,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9768",2009,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9769",2010,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9770",2011,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9771",2012,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9772",2013,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9773",2014,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9774",2015,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9775",2016,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9776",2017,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9777",2018,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9778",2019,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9779",2020,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9780",2021,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9781",2022,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9782",2023,"Japan",740,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9783",1947,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9784",1948,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9785",1949,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9786",1950,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9787",1951,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9788",1952,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9789",1953,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9790",1954,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9791",1955,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9792",1956,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9793",1957,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9794",1958,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9795",1959,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9796",1960,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9797",1961,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9798",1962,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9799",1963,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9800",1964,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9801",1965,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9802",1966,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9803",1967,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9804",1968,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9805",1969,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"9806",1970,"India",750,1947,2023,0,0,0,0,0,0,"","",0,0,0,0,0
